id	comments	Missing_or_Delivery	Tasty	Positioning	Advice	Promotion_react	Valuation	Gratitude	Advocating	Complain	Junk
124149619252_10153389325099253	"i don't have a snapchat, but you should know i eat Chipotle in Boardman, OH, where they are the friendliest people ever!  somebody at the top should give them all a little bonus. ;)"	0	0	0	0	0	0	0	1	0	0
124149619252_10153383922329253	"Sophia Delgadillo Ruben Him Ruvalcaba vamos? Va a estar Portugal the man, es buen grupo y de a grapa ????"	0	0	0	0	0	0	0	0	0	1
124149619252_205082546217004	"I soooooooo wish we had a Chipotle in Huntsville, Alabama!  We are an affluent town with lots of successful restaurants and retail stores, two universities and several smaller colleges.  A Chipotle would do very well here!  Come to Huntsville!  Pretty please?"	1	0	0	0	0	0	0	0	0	0
124149619252_10151024826814253	"Burrito, extra brown rice, both beans, double steak, extra corn, extra hot, light sour, cheese and lettuce. Thank you. I won't tell anyone about the 4.5 lb burrito though. "	0	1	0	0	0	0	0	0	0	0
124149619252_10153246130479253	"Show me the science that GMOs are harmful. Your choice is fine with me, but  understand that I choose not to eat at Chipotle because your position on GMOs. Win-win."	0	0	1	0	0	0	0	0	0	0
124149619252_199537401806	The most logical place would be Louisiana. They have the highest population by far then any other state remaining you've yet to open up in.	1	0	0	0	0	0	0	0	0	0
124149619252_10152261058584253	"There's no such thing as ""a free burrito"" but there is a such thing as 28 free burritos. If it's 28 a day then it's 140 free burritos."	0	0	0	0	1	0	0	0	0	0
124149619252_10153246130479253	Hat's off to a chain like Chipotle to take the lead and keep the discussion going about what is put in our food.	0	0	0	0	0	0	0	1	0	0
124149619252_199537401806	"you need to inform the west! wyoming, montana, south dakota...they have no idea what chipotle is! its devistating!"	1	0	0	0	0	0	0	0	0	0
124149619252_10152388726009253	Beautiful sight.   Have one growing on my front porch. ...shame it will never be bigger than what it is now since I live in Texas.	0	0	1	0	0	0	0	0	0	0
124149619252_10152406485254253	You guys did not learn your lesson from recent events... terrible business move and judging from the latest post on your fb... well I think your business might experience some serious shrinkage.... yikes!	0	0	1	0	0	0	0	0	0	0
124149619252_10152406485254253	"I was very happy that Chipotle was getting away from GMO's, however, now that they have given in to the civilian disarmament psychos, I can no longer do business with them in good conscience."	0	0	1	0	0	0	0	0	0	0
124149619252_10152250518069253	I still think chipotle should have a frequent flyer card....but 10 get one free!  We are there ALL.THE.TIME! Lol	0	0	0	0	1	0	0	0	0	0
124149619252_10151024826814253	"burrito- white rice, chicken, black beans, medium salsa, tomato, corn, EXTRA sour cream, lettuce... can't beat it"	0	1	0	0	0	0	0	0	0	0
124149619252_10151024826814253	"Steak burrito, no beans, extra rice,hot sauce,sour cream,cheese and of course guacamole. And yes, I know it's extra. When available, I wash it down with a cold Orange-Mango Nantucket Nectar. Has been this way since 1999."	0	1	0	0	0	0	0	0	0	0
124149619252_10151024826814253	"Lite brown rice, extra black beans, fajitas, barbacoa or chicken, mild, hot, cheese, gauc. Chipotle Tabasco sauce."	0	1	0	0	0	0	0	0	0	0
124149619252_10153383922329253	"OMG TRY THIS!!!!!!!!!!! IT REALLY WORKS YOU HAVE TO READ THE WHOLE THING OR IT WON'T WORK!!! * *  * * * * * * * * * * * * * * * * * * KEEP GOIN DOWN * * * * * * * * * * * * * * * * * * ALMOST THERE.... * * * * * * * * * * * * * * * * * * * * HERE WE GO!!!! SAY THE NAME OF THE LOVE OF YOUR LIFE 10 TIMES * * * * * * * * * * * * * * * * * * * * NOW THINK OF SOMETHING THAT YOU REALLY WANT TO DO THIS WEEK...SAY THAT OUTLOUD 20 TIMES! * * * * * * * * * * * * * * * * * * * * NOW MAKE A WISH! * * * * * * * * * * * * * * * * * * * WISH REALLY REALLY HARD!!!!!!!! * * * * * * * * * * * * * * * * * * * * Now that you have read this you need to comment it onto 20 statuses/pictures by midnight or you will have bad luck forever!!!!!!!!! Trust me I did it it works. If you comment this onto 0-3 pictures/statuses you will have bad luck forever. If you comment this onto 4-7 pictures/statuses then your crush will like you. If you comment this onto 8-13 pictures/statuses then your crush will ask you out. If you comment this onto 14-20 pictures/statuses you will have good luck forever, your crush will ask you out and they will not only like you they will love you plus they will kiss you in public!!!! Well I would hurry up and comment this onto 20 pictures/statuses if I were you. No one wants bad luck forever"	0	0	0	0	0	0	0	0	0	1
124149619252_10151024826814253	"Burrito bowl, brown rice, black beans, chicken, hot salsa, corn salsa, sour cream, cheese and lettuce.  My last was was sans lettuce thanks to a overzelous worker trying to get the rush crowd out of the door :-("	0	1	0	0	0	0	0	0	0	0
124149619252_10152560126959253	"I am that gluten free jerk in the line.  Crispy tacos, wipe down the line and change your gloves!  Sorry about that everyone!"	0	1	0	0	0	0	0	0	0	0
124149619252_10153310575624253	"James Wooten will you be there? I saw smallpools, idk if you're still running around with them anymore"	0	0	0	0	0	0	0	0	0	1
124149619252_205082546217004	"Congrats, Chipotle!!! and Congrats to all the other winners in this survey....almost all winners in each category are faves of mine, too! But my BIG winner fave is always...CHIPOTLE!!!"	0	0	0	0	0	0	0	1	0	0
124149619252_10151024826814253	"Nowadays, its a Barbacoa bowl w/ white rice, pinto beans, mild salsa (pico), cheese, and sour cream.  REQUIRED side would be a large cheese quesadilla.  If I can't get the quesadilla, then all the above goes into a burrito!  It's sad to know there's no chipotles anywhere near Pensacola.... :'("	1	1	0	0	0	0	0	0	0	0
124149619252_10153009001449253	Sofritas-555 milligrams Carnitas-550 Barbacoa- 530 Horrible amount of sodium.  Compared to  Steak-320 Chicken-310	1	0	0	0	0	0	0	0	0	0
124149619252_156053474470	"we had something similar at the Air Force Academy, they tacked on like a 3 dollar delivery fee and we got our Chipotle warm, a delicacy indeed. it's also great that chipotleaway was invented. ;p"	0	0	0	0	0	0	0	0	0	1
124149619252_10153449274069253	Checkout AWESOME fan photos from the festival! http://www.crowdalbum.com/album/55aa08096170707e7200019d/Chipotle-Cultivate-Festival-Kansas-City_20150718	0	0	0	0	0	0	0	0	0	1
124149619252_10151999836584253	"I'm 22 weeks pregnant and my baby is made out of Chipotle tacos- that is the only thing I ever want to eat.  Thank goodness for the app, because my southside Chicago Chipotle has a 45 minute wait if you come in and stand in line."	0	0	0	0	0	0	0	1	0	0
124149619252_279121798773401	yea ya know chipotle burritos vary considerably depending on the location you get them from..........	0	0	0	0	0	0	0	0	0	1
124149619252_156053474470	"WTF??  I can't even get a location opened up here and you fuckers are getting the shit deliivered, do I move?"	0	0	0	0	0	0	0	0	1	0
124149619252_10152262999499253	Tofu is not my thing....but if that's what it takes to get you to open in Auburn NY....I guess its what's for dinner.	1	0	0	0	0	0	0	0	0	0
124149619252_109031815838831	"I never really noticed that Chipotle was advertised mostly via word of mouth, but now that I think about it... I've heard a Chipotle ad on the radio once, maybe twice. But someone recommended Chipotle to me once and we had lunch there. Then, since of course I loved it, I started recommending it to people. That's got to be the most ancient and effective form of advertising. You have to be really awesome to advertise by that method."	0	0	1	0	0	0	0	0	0	0
124149619252_10153872104594253	"Wheres my coupon Chipotle Mexican Grill I fille dout the form the text had sent me, but still no coupon has been sent..."	0	0	0	0	1	0	0	0	0	0
124149619252_10151024826814253	"burrito: white rice, fajitas, 1/2 chicken 1/2 steak, drizzled chipotle honey vinergrette, corn, cheese, and sourcream."	0	1	0	0	0	0	0	0	0	0
124149619252_10151024826814253	"Bowl with...rice, black beans, tons of fajita veggies, corn salsa, barbacoa, chicken, lettuce and lime juice. Yummmm...."	0	1	0	0	0	0	0	0	0	0
124149619252_10152250518069253	I should give Qdoba the idea... There may not be such a thing as free lunch at Chipotle... But at Qdoba LOL!!!!	0	0	0	0	1	0	0	0	0	0
124149619252_105860719543628	chipotle gietting toooo expensive.....and they dont put enough barbacoa in dem tacos too be costing so high	0	0	0	0	0	0	0	0	1	0
124149619252_10151024826814253	"burrito, brown rice, no bean, double steak, cheese, sour cream, guacamole, and the salad dressing pored all over it"	0	1	0	0	0	0	0	0	0	0
124149619252_205455487672	I think you should quit effing around and bring your vegan mock chickeny goodness to San Francisco already.	0	0	0	1	0	0	0	0	0	0
124149619252_10153204555039253	Vincent Conanan Elaina Renee Jasmine Mayate Vanessa Caballero we are already going to be there...what about going early 4 this ??	0	0	0	0	0	0	0	0	1	0
124149619252_10151024826814253	"Burrito bowl with Barbacoa (no rice), black beans, all salsas (except for corn), lettuce, cheese and only the very best guac ever!!!  YUM!"	0	1	0	0	0	0	0	0	0	0
124149619252_10153009001449253	Ty? Logan Allison HoSang Shavonne Crockett Javon Carter Brea Carter Ari W. Toles Tommara Anderson Angelett Anderson Selena Anthony T.j. Harrell Whitney Harrell Patricia Harrell	0	0	0	0	0	0	0	0	0	1
124149619252_10150942028479253	I always get weird looks from you Chipotle employees when I ask for all three.  They each have good flavor!	0	0	0	0	0	0	0	0	1	0
124149619252_10153246130479253	Don't listen to all the haters out there that are calling your decision based on pseudo science...they are all probably being paid off by Monsanto.  Way to take a stand! Your new forever faithful non-GMO supporting customer. ????	0	0	1	0	0	0	0	0	0	0
124149619252_10153135670549253	Take a moment to reflect on the joy of discovering Lewis center OH Chipotle finally got in Carnitas after a loooong absence!!  The heavens have parted!	1	0	0	0	0	0	0	0	0	0
124149619252_10153878506969253	Those of you that understand why Chipotle went gmo will want to help your family and friends understand why this company went no gmo.  Here is the documentary that blew the lid off of Monsanto's poison food. Genetic Roulette:  The Gamble of Our Lives 10 minute trailer:  https://www.youtube.com/watch?v=TB5EBFUwaw0 free on you tube:  https://www.youtube.com/watch?v=TB5EBFUwaw0 film: https://www.youtube.com/watch?v=m-WUsaASEkc	0	0	1	0	0	0	0	0	0	0
124149619252_10153270305244253	"Already had my bowl today- brown rice, black beans, extra chicken, peppers onions, mild and corn salsa w cheese????"	0	1	0	0	0	0	0	0	0	0
124149619252_10153246130479253	"When they stop serving dead animals itll really be cause to celebrate. Ill never understand how my species cares more about how ""healthy"" or ""clean"" something is, than the cruelty in the nature of slaughter"	0	0	1	0	0	0	0	0	0	0
124149619252_10152322736529253	you guys should have a SUPER HOT night where you have a super spicy salsa available. made with like ghost peppers and other super hot  peppers.	0	0	0	1	0	0	0	0	0	0
124149619252_10150163731434253	Choptle has become one of my favorite places to eat!! Love my chicken burrito!! Had one today in fact! ;)	0	0	0	0	0	0	0	1	0	0
124149619252_10151719407409253	They don't post the winners for dailies... They notify you via phone or email. Which is why you need a valid email address.	0	0	0	0	0	0	0	0	0	1
124149619252_205455487672	come to duluth minnesota before you go across the pond!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	1	0	0	0	0	0	0	0	0	0
124149619252_10152557454524253	"Oh no! Gay people eat at Chipotle?! Get over yourself, James! There is nothing wrong with gay people or a business supporting them. Why did you even feel the need to comment? Don't answer that... It's rhetorical...and no one cares. I'll pray for you."	0	0	1	0	0	0	0	0	0	0
124149619252_156053474470	"wait a minute? you say you deliver in columbus ohio?! why, that is awesome! i'm in columbus! bring a bottle of green sauce with mine!"	1	0	0	0	0	0	0	0	0	0
124149619252_10151024826814253	"Bowl: Barbacoa, white rice, fajitas, tomatoes, corn salsa, sour cream, cheese and lettuce, sometimes guac! (n_n)"	0	1	0	0	0	0	0	0	0	0
124149619252_10150260442884253	thats right by my store in elyria ohio.. about 35 mins away.. we're jealous that he hasn't/probably wont stop in to see us:(	1	0	0	0	0	0	0	0	0	0
124149619252_10153246130479253	Why I like the idea of this I am not in love with the new Chipotle taste. I miss getting my burritos on broadway in denver when they were massive and were so good. Now the only difference between you and your competitor is steak flavor and quac flavor	0	0	0	0	0	0	0	0	1	0
124149619252_10152406485254253	Just don't buy the gift cards.  You and your bank will be forced into a relationship with Chipotle that you do not need.	0	0	0	0	1	0	0	0	0	0
124149619252_10153246130479253	How about stop raising food prices? We're all gonna die anyhow. I'd prefer to enjoy my food while I'm here.	0	0	0	0	0	0	0	0	0	1
124149619252_10153405438314253	Chipotle owners and store designers have you thought about having at least 2 registers in the store to check folks out? The lines in your stores are ridiculously long.  You should think about this with future store designs....	0	0	0	1	0	0	0	0	0	0
124149619252_213189592025031	"18 years old=no real life experience. This is the problem with government run schools is that at 18 years old kids are drinking the Lefty Kool-Aid!  ""skulls full of mush"", quoting a great American"	0	0	1	0	0	0	0	0	0	0
124149619252_10153112208029253	"Let's open this in the Conyers, Covington, Decatur, Lithonia, Stone Mountain area. That's Georgia baby."	1	0	0	0	0	0	0	0	0	0
124149619252_10152560126959253	"Mine wasn't listed  :( chicken bowl with half and half rice, black beans, sour cream, cheese and lettuce. Pico on the side!"	0	0	0	0	0	0	0	0	1	0
124149619252_10152715839394253	"Burrito, little rice, pintos, steak, mild, little green, EXTRA hot, corn, sour cream, cheese, guac and lettuce!  Oh ya and a bowl to place it in cuz it is too sloppy to be rolled good!  ;-)"	0	1	0	0	0	0	0	0	0	0
124149619252_10153569576059253	Cavemen ate chicken raw also. I ordered chicken at chipotle once and it was raw. Went back with my normal steak bowl after that! I love chipotle but I will never order chicken again...	0	1	0	0	0	0	0	0	0	0
124149619252_10151024826814253	"I have led many to the Great Chipotle. And I give the same disclaimer every time: ""I am NOT responsible, from this day forward, for random obessed thoughts of how bad you wish Chipotle was open so you could have it..AGAIN..for the 3ed time..this week.."""	0	0	0	0	0	0	0	0	1	0
124149619252_10152949800154253	"We're sorry, Jason. But we hope that maybe our official statement on this will help a bit: http://chip.tl/NYPDStatement -Joe"	0	0	0	0	0	0	0	0	0	1
124149619252_10151185000424253	Hasn't been free in a few years. I think it just got to be too popular. I won't complain about $2 Chipotle - still a great deal!!	0	0	0	0	1	0	0	0	0	0
124149619252_10152408378957741	"Interesting, until the article claims, ""...moved back to Boulder and there opened the first restaurant. "" That weak journalism spin was to cater to the idea that Boulder is grassroots, which serves no purpose to anyone that doesn't live in Boulder. Chipotle is still my favorite, the author is not."	0	0	1	0	0	0	0	0	0	0
124149619252_10151486609219253	"White rice, chicken, pinto beans, light salsa, extra lettuce, and sour cream. ;9 And some of that amazing dressing on the side."	0	1	0	0	0	0	0	0	0	0
124149619252_10151024826814253	"A bowl with extra extra white rice , half chicken , half steak , corn , a lot of cheese and light lettuce - with chips and green salsa! yuuuummmm!!!"	0	1	0	0	0	0	0	0	0	0
124149619252_10151316869709253	Good for u. Family values and employee consideration are important especially around the holidays. We can wait.  More businesses should follow u and chic fil a's lead.	0	0	0	0	0	0	0	1	0	0
124149619252_10152883478794253	Blue lives matter!!!! Such a disgrace what the employees did at that store!!! Will never eat at your restaurants in any city ever again!!!	0	0	0	0	0	0	0	0	1	0
124149619252_10151024826814253	"MMMMMmmmm I'm salivating already: salad, rice, chicken, fajita veggies, corn, tomato salsa, sour cream, cheese, and the vinaigrette. Oh, yum, the vinaigrette!!! That makes or breaks this salad. The mixer at my local Chipotle was broken one week, so they didn't have any vinaigrette made. I was devastated, and my salad wasn't the same!"	0	1	0	0	0	0	0	0	0	0
124149619252_10151611917404253	"We have one on every corner in L.A...haahahaha, just kiddin but they seem to be opening more and more every time. Soon I will have one within walking distance it is going to be awesome! Who cares, right?"	1	0	0	0	0	0	0	0	0	0
124149619252_160584150738666	Come to whichita falls texas!!! Theres an air force base here and these airman will eat this stuff up!! All we have is a quedobas (sp?) And they are ok but nothing beats chipotle!!! O how i miss thee!!!	1	0	0	0	0	0	0	0	0	0
124149619252_166838126748689	"I love chipotle I ate it every other week when I was pregnant with my son. I still eat it, mine goes like this rice, black beans, grilled veggies, 1/2 chicken, 1/2 steak, corn, fresh, xtra sour cream and xtra cheese."	1	1	0	0	0	0	0	0	0	0
124149619252_10153246130479253	"Chipotle has gone non-GMO. Nothing like celebrating eating healthy by eating a bunch of greasy Mexican food loaded with cheese, beef, sauce, guacamole, and sour cream. So lets see, 611,105 deaths in the US in 2013 from heart disease and 0 deaths or even hospitalizations from GMOs; sounds logical.  I mean even Big Mac is only 530 calories. At Chipotle, a single burrito with one meat and one filling is up to 1580 calories and that’s without a side or a drink. Add chips with guacamole and a drink and you are up to 2620. You'll have a heart attack before you leave the restaurant; but hey, at least there aren't any GMOs in there, right?  The chips and the drinks still have high fructose corn syrup in them and that’s GMO.  Also, the rennet used to make the cheese is vegetable rennet which means it comes from genetically modified yeast."	0	0	1	0	0	0	0	0	0	0
124149619252_10151486609219253	"Brown and white rice...fried peppers and onions...black beans...double meat chicken and steak...lettuce, pico, two scoops of medium sauce, one of hot...love..."	0	1	0	0	0	0	0	0	0	0
124149619252_10151089035244253	"Arlington, TX, South Cooper location. Their chicken is always perfectly seasoned and everyone is great!"	0	0	0	0	0	0	0	1	0	0
124149619252_10151024826814253	"hard shell chicken tacos, extra chicken sometimes lol white rice,no beans, no corn, hot salsa, sour cream,lots of cheese and  lettuce .. Nice and simple (:  - Now can we get a free one for answering lbdas"	0	1	0	0	0	0	0	0	0	0
124149619252_10153009001449253	Thanks Chipotle Mexican Grill even though you ran out you honored the promotion and my next burrito is on you.	0	0	0	0	0	0	1	0	0	0
124149619252_10152307671269253	so I wonder since my name is dexter and the wrote laboratory on it how much trouble do you think you will get into?	0	0	0	0	0	0	0	0	0	1
124149619252_10152236327209253	Tiffany Vaughn - GS cookies aren't GMO Free?  Are you kidding me?  Next you're going to tell me that Oreos and Hot Pockets are dangerous to my health.  What is this world coming to?  Seriously.	0	0	1	0	0	0	0	0	0	0
124149619252_10151024826814253	"Bowl with white rice, black beans, double steak, medium salsa, cheese, and lettuce. I get Chipotle a few times a week. Totally a complete addict! <3"	0	1	0	0	0	0	0	0	0	0
124149619252_10151024826814253	"Chipotle, your food has helped me get swole by dirty bulking and ripped sikkunt by cutting. I love it every way. Just sayin."	0	0	0	0	0	0	0	1	0	0
124149619252_10153009001449253	"Oh yeah, I love this offer, I will check with Dan, he has been to Chipotle so he knows where it is. :-D That will be our Jan. 26 dinner!!"	0	0	0	0	0	0	0	0	0	1
124149619252_10152786808474253	"I wish they were more mixed like this pic. I always get a bite of rice or sour cream or lettuce, then somewhere along the way your delish carnitas <<yumm!! I now started getting a burrito bowl with tortilla on the side, mix it up and stuff my own. :( "	0	1	0	0	0	0	0	0	0	0
124149619252_10151024826814253	"Veg bowl---white rice, extra black beans, fajita veg, tomato salsa, extra green tomatillo salso, cheese an lettuce."	0	1	0	0	0	0	0	0	0	0
124149619252_10151024826814253	"Burrito bowl w/ white rice, pinto beans, half steak & half barbacoa, sour cream, & cheese doused in chipotle pepper sauce. :)"	0	1	0	0	0	0	0	0	0	0
124149619252_454413931302356	"I've never been to Chipotle, but you can believe me and my wallet are going to go there now. Yay Chipotle!!!"	0	0	0	0	0	0	0	1	0	0
124149619252_157777224183	wroking at chipotle has its benefits. For all you CC runners out there a bit of advice: Dont eat a huge burrito before running. It doesnt work out well in the end (past experience haha)	0	0	0	0	0	0	0	0	0	1
124149619252_10153246130479253	Inspire others through what you create and lead by example. Sometimes the best thing the world needs is a new interpretation and making that voice louder is what we do.   Www.emelodyproductdevelopment.com	0	0	0	0	0	0	0	0	0	1
124149619252_10153302438484253	Kadeem Walker Anthony John stock options and company car at 19?? already filled my application to the chip	0	0	0	0	0	0	0	0	0	1
124149619252_10151024826814253	"Chicken burrito with white rice, salsa, lots of rice and alot of cheese. The burrito is like 4 inches wide but it is delicious"	0	1	0	0	0	0	0	0	0	0
124149619252_10151089035244253	"Jacksonville North Carolina! Home of 40,000 of America's military finest. WAIT!!! We don't HAVE a Chiptloe....WHY??"	1	0	0	0	0	0	0	0	0	0
124149619252_10151058843154253	"I saw that picture and i remember when i was working at Sprigfield, MO. I miss the burritos every day for the lunch lol."	1	0	0	0	0	0	0	0	0	0
124149619252_100721346610908	"None in west TX (El Paso of all places) and NM either!!  Closest one is 500 miles away!  I even wrote them twice about the great college markets close by and they said ""nothing on the radar"" to build one here!!  grrrr"	1	0	0	0	0	0	0	0	0	0
124149619252_10151024826814253	"Burrito Bowl, brown rice (a little more please) black beans (a little more please) chicken (a little more please) fresh salsa (a little more salsa juice please) cheese, lettuce, that is it!! Haven't had a gluten reaction yet!! Thanks, Chipotle"	0	1	0	0	0	0	0	0	0	0
124149619252_10151258924194253	It's about time a company cared enough about their employees to give them a federal holiday off. This only furthers my love for you guys!	0	0	0	0	0	0	0	1	0	0
124149619252_180887498696	Its been out since Halloween i saw it at best buy so u guys dont have to wait till tomorrow go get it at ur local best buy store	0	0	0	0	0	0	0	0	0	1
124149619252_454413931302356	Chipotle is deleting most of the opposing comments. Lets see how long it takes before they delete this one.	0	0	1	0	0	0	0	0	0	0
124149619252_10152314382492741	Don't try it in Michigan. Just ask Baker's Green Acres.  He is being fined  $700000 for daring to raise a heritage breed of pig outdoors on his farm.	0	0	0	0	0	0	0	0	0	1
124149619252_135356053201187	Wow the show was really interesting and what is the concep about the restaurant and what big challenge make and all american	0	0	0	0	0	0	0	0	0	1
124149619252_10153340494079253	There have been times that I've wanted a burrito so badly I drove 90 minutes to get a proper one from Chipotle.	1	0	0	0	0	0	0	0	0	0
124149619252_279121798773401	I used to love the food there. I got some tonight for dinner and its just nasty. The food was better when they the real people making. Now you can taste the difference	0	0	0	0	0	0	0	0	1	0
124149619252_10151024826814253	I get the same thing every time:  Burrito - half the 'normal' amount of white rice; pinto beans; double Barbacoa; a little bit of mild; plenty of cheese; a little sour cream.  Large unsweet iced tea. Three times a week without fail.  Yummy!	0	1	0	0	0	0	0	0	0	0
124149619252_10153246130479253	Great work Chipotle! http://www.pbs.org/newshour/rundown/roundup-ingredient-probably-carcinogenic-humans/	0	0	0	0	0	0	0	1	0	0
124149619252_10151024826814253	Chicken burrito/extra brown rice/black beans/extra mild salsa/extra cheese/little lettuce/guac on the side = the secret to eternal life.	0	1	0	0	0	0	0	0	0	0
124149619252_182409608462105	"hire any Illegal Aliens this week? thought I'd ask ,know how much Chipotles likes undocumented workers thats why I don;t go and never will."	0	0	0	0	0	0	0	0	1	0
124149619252_100780796665922	"I absolutelyLOVE chipotle and I go there almost every week.  But, Qboda's chicken is SO much better.  Chipotles is fatty and is almost always cold.  Qdoba also has queso that is amazing.  Chipotle's hot salsa is the best though and that is the reason I go there and Qdoba's does't compare.  Chipotle needs to work on their chicken though."	0	0	0	0	0	0	0	1	0	0
124149619252_10153246130479253	I thought nothing was GMO in then first place? There's always raging about how amazing their products are...	0	0	1	0	0	0	0	0	0	0
124149619252_10153009001449253	"You guys suck, As a vegetarian I was so looking forward to this, only to call every store in the area and find out they ran out too quickly. What a failed promotion."	0	0	0	0	1	0	0	0	0	0
124149619252_100780796665922	"i'll take qdoba when chipotle further away, i'll suffer like that for some mexican food. but this article is comparing a taco salad to a burrito bowl. of course the burrito bowl would win."	0	0	0	0	0	0	0	1	0	0
124149619252_454413931302356	"Both sides in this disagreement seem to take 1 point and blow it out of proportion. Here is my problem wuth Chipotle 1) the coupons have been given/issued to Scouts 2)The BSA policy is long standing and Chipotle has sponsoered before, therefor they should fulfill their stated obligation instead of ruining things for the scouts (WHO HAVE NO CONTROL OVER THE POLICY) and not support in the future if they choose  My problem with with the opponents of the policy change, especially in this string 1)Nambla is such a small portion of the population its ludacris to think of it as an issue. especially with each BSA leader getting background checked 2) The hateful language is just over the top"	0	0	1	0	0	0	0	0	0	0
124149619252_10153246130479253	All we ask is that GMO's be labeled and guaranteed not to cross contaminate organic crops. If you can't do that then they should be banned.	0	0	1	0	0	0	0	0	0	0
124149619252_10153806089609253	"If you don't like it, then don't eat it. Don't bash Chipotle because they had an unfortunate outbreak of food borne Illness. It has happened to many chains.  The only good reason to bash is for bad service.  #chipotle I still love your food!"	0	0	0	0	0	0	0	1	0	0
124149619252_10153066985824253	"Finally opened in Rialto, CA 4-5 days ago went on the 3rd day opening and ran out of food!!!! Had to wait 2 hrs and only had chicken and less food but paid full price!!! Was not happy."	0	0	0	0	0	0	0	1	0	0
124149619252_130916887010628	"Wow, I guess it could be anything from a farm, I'm gonna come as dirt, ya know like on theswiffer commercial. I just hope my date doesn't mind being manure!;-)"	0	0	1	0	0	0	0	0	0	0
124149619252_10151089035244253	"My least favorite was ""St. Cloud"" Minnesota as the time I went in after a long drive one day, these 2 girls were screaming racial remarks, as well as arguing about ""how she said she couldn't use her phone to text her man""... Where as my favorite would be Elk River Minnesota, but :) take what you get... Every Franchise has their goods, and their pathetically unpoor service bads because someone doesn't do their job there."	0	0	0	0	0	0	0	0	0	1
124149619252_167132760066216	Im allergic to haikus like achoo.....so chipotle says no burrito for you....lmao oh well chipotle is still yummy in my tummy	0	1	0	0	0	0	0	0	0	0
124149619252_10153246130479253	Nice! now they have a reason to mark up their prices. I won't feel as bad pain for $10 burrito knowing its GMO free I guess	0	0	1	0	0	0	0	0	0	0
124149619252_10152250518069253	"you guys suck and jack in the box gives away free tacos all the time...so that would count as free lunch...get with customer satisfaction. Come up with something equally as nice to stop the burn of the ""so called hoax"" because you were trending from that. Just saying."	0	0	0	0	1	0	0	0	1	0
124149619252_10150163730979253	"Our daughter LOVED to be swaddled tight, and we used to call her our burrito baby.  Love this pic!  :)"	0	0	0	0	0	0	0	1	0	0
124149619252_205082546217004	"Notice that the study is ""perceived healthful image.""  That is not based on any food science at all.  They have bright colored pictures of veggies on the wall, so it looks good.  Also, and this bugs me to no end, Chris Gonzales....  you mean 'LOSE' not 'LOOSE.'"	0	0	1	0	0	0	0	0	0	0
124149619252_10152407734029253	I vote a Mexican American author for a limited edition 32 ounce cup! This would be an awesome awareness campaign to highlight the outstanding literary contributions of Mexican Americans.	0	0	0	0	0	0	0	0	0	1
124149619252_10153543212484253	"Need more food next year, we didn't get any :( Plus the stupid weather kept Walk the Moon from performing..."	0	0	0	0	0	0	0	0	0	1
124149619252_10152250518069253	They never give anything away . Even the ships are $2 . That's why I changed to Moe's . Free chips and salsa and $2 off next order with every reciept if you do an online survey and loyalty program	0	0	0	0	0	0	0	0	1	0
124149619252_10152990683604253	"Chipotle should start making chimichurri sauce, that stuff is delicious and would go great with steak burritos!"	0	0	0	1	0	0	0	0	0	0
124149619252_454413931302356	"When are you dunder head no nothings going to wake up and realize that the homo movement isn't about gay marriage or seeking equality, it's about advancing a homo agenda that will affect young children. If you don't believe this just Google NAMBLA, North American Man Boy Love Association."	0	0	0	0	0	0	0	0	0	1
124149619252_10152429436247741	My sister gets mad at me all the time because I say chi-pole-tay   But whatevs. Just gimme some tacos.	0	0	0	0	0	0	0	0	0	1
124149619252_10153009001449253	Norman Delatorre read the comments. .. looks like we weren't the only ones that left sofrita less ????	0	0	0	0	0	0	0	0	0	1
124149619252_10153246130479253	Thanks for taking a stand against GMO ingredients.  You are at the forefront of a shift that has to happen!	0	0	1	0	0	0	1	0	0	0
124149619252_10151024826814253	"burrito, white rice, half scoop black bean, half scoop pinto, chicken and steak double, a little bit of hot, sour cream, cheese and mix it up before you wrap it please..."	0	1	0	0	0	0	0	0	0	0
124149619252_10150602702709253	"Michael, we were forgiving with one syllable here and there. The haiku form and intent were there, and that was up to the judges. - Joe"	0	0	0	0	0	0	0	0	0	1
124149619252_10151486609219253	i wich i have one of those:( i miss so much my chipotle...i dream with it...america is so far from Portugal...why not open here a chipotle? i can work there:D pleeeeease!!!	1	0	0	0	0	0	0	0	0	0
124149619252_10152603746354253	So excited and thankful for Chipolte for being the FIRST to lead the way in healthy and safe fast food.	0	0	1	0	0	0	1	0	0	0
124149619252_10151024826814253	"Fajita Burrito bowl, no rice, easy pinto, barbacoa, extra, extra pico, cheese, lettuce, and corn, ooh just writing out out makes me hungry!!!"	0	1	0	0	0	0	0	0	0	0
124149619252_10153022292109253	"Missing Chipotle...need desperately in Ely, MN.  Tourist town, small college, big money in the summer lots of money here year round.  We support only two fast food restaurants currently: Subway & DQ.  No Mexican food in town at all.  Chipotle would rule!"	0	0	0	0	0	0	0	1	0	0
124149619252_10153246130479253	"Please Open a few Chipotle fast foods here in Puerto Rico, We want real food, We only have trash food like Mc donalds..."	1	0	0	0	0	0	0	0	0	0
